Geographic code;Geographic name;Geographic Type;Geographic Name, province or territory;Geographic Code, province or territory;Geographic code, census division;Geographic code, census metropolitan area or census agglomeration;Global non-response rate;Data quality flag;Age;Sex;Total population;Period of immigration - Non-immigrants (2016 counts);Period of immigration - Immigrants (2016 counts);Period of immigration - Before 2001 (2016 counts);Period of immigration - 2001 to 2005 (2016 counts);Period of immigration - 2006 to 2010 (2016 counts);Period of immigration - 2011 to 2016 (2016 counts);Period of immigration - Non-permanent residents (2016 counts);Total population (% distribution 2016);Period of immigration - Non-immigrants (% distribution 2016);Period of immigration - Immigrants (% distribution 2016);Period of immigration - Before 2001 (% distribution 2016);Period of immigration - 2001 to 2005 (% distribution 2016);Period of immigration - 2006 to 2010 (% distribution 2016);Period of immigration - 2011 to 2016 (% distribution 2016);Period of immigration - Non-permanent residents (% distribution 2016)
5907047;Okanagan-Similkameen D;Regional district electoral area;British Columbia;59;7;913;6.9;0;35 to 44;Female;300;280;20;10;0;0;0;0;100;93.3;6.7;3.3;0;0;0;0
5907047;Okanagan-Similkameen D;Regional district electoral area;British Columbia;59;7;913;6.9;0;55 to 64;Female;685;585;100;95;10;0;0;0;100;85.4;14.6;13.9;1.5;0;0;0
5907047;Okanagan-Similkameen D;Regional district electoral area;British Columbia;59;7;913;6.9;0;45 to 54;Female;455;395;55;50;0;0;10;0;100;86.8;12.1;11;0;0;2.2;0
5907047;Okanagan-Similkameen D;Regional district electoral area;British Columbia;59;7;913;6.9;0;25 to 34;Female;205;200;0;0;0;0;0;0;100;97.6;0;0;0;0;0;0
5907047;Okanagan-Similkameen D;Regional district electoral area;British Columbia;59;7;913;6.9;0;15 to 24;Female;215;220;0;0;0;0;0;0;100;100;0;0;0;0;0;0
5907047;Okanagan-Similkameen D;Regional district electoral area;British Columbia;59;7;913;6.9;0;75 years and over;Male;340;255;90;85;10;0;0;0;100;75;26.5;25;2.9;0;0;0
5907047;Okanagan-Similkameen D;Regional district electoral area;British Columbia;59;7;913;6.9;0;75 years and over;Female;250;200;50;45;0;0;10;0;100;80;20;18;0;0;4;0
5909009;Hope;District municipality;British Columbia;59;9;;14.8;111;0 to 14;Male;370;350;10;0;0;0;0;15;100;94.6;2.7;0;0;0;0;4.1
5909009;Hope;District municipality;British Columbia;59;9;;14.8;111;65 to 74;Male;515;435;80;80;0;0;0;0;100;84.5;15.5;15.5;0;0;0;0
5909009;Hope;District municipality;British Columbia;59;9;;14.8;111;15 to 24;Male;275;270;0;0;0;10;0;0;100;98.2;0;0;0;3.6;0;0
5909009;Hope;District municipality;British Columbia;59;9;;14.8;111;0 to 14;Female;310;290;15;0;0;10;10;10;100;93.5;4.8;0;0;3.2;3.2;3.2
5909009;Hope;District municipality;British Columbia;59;9;;14.8;111;55 to 64;Male;605;495;105;95;10;0;0;0;100;81.8;17.4;15.7;1.7;0;0;0
5909009;Hope;District municipality;British Columbia;59;9;;14.8;111;45 to 54;Male;470;410;55;45;0;0;10;10;100;87.2;11.7;9.6;0;0;2.1;2.1
5909009;Hope;District municipality;British Columbia;59;9;;14.8;111;25 to 34;Male;230;195;25;10;0;10;10;10;100;84.8;10.9;4.3;0;4.3;4.3;4.3
5909009;Hope;District municipality;British Columbia;59;9;;14.8;111;35 to 44;Male;255;220;35;20;0;10;0;0;100;86.3;13.7;7.8;0;3.9;0;0
5909009;Hope;District municipality;British Columbia;59;9;;14.8;111;15 to 24;Female;260;245;10;10;0;10;0;0;100;94.2;3.8;3.8;0;3.8;0;0
5909009;Hope;District municipality;British Columbia;59;9;;14.8;111;65 to 74;Female;530;425;105;105;0;0;0;0;100;80.2;19.8;19.8;0;0;0;0
5909009;Hope;District municipality;British Columbia;59;9;;14.8;111;35 to 44;Female;275;230;35;20;0;20;0;10;100;83.6;12.7;7.3;0;7.3;0;3.6
5909009;Hope;District municipality;British Columbia;59;9;;14.8;111;55 to 64;Female;640;525;120;110;0;10;0;0;100;82;18.8;17.2;0;1.6;0;0
5909009;Hope;District municipality;British Columbia;59;9;;14.8;111;25 to 34;Female;205;165;40;10;0;10;25;0;100;80.5;19.5;4.9;0;4.9;12.2;0
5909009;Hope;District municipality;British Columbia;59;9;;14.8;111;45 to 54;Female;465;390;80;70;0;10;0;0;100;83.9;17.2;15.1;0;2.2;0;0
5909009;Hope;District municipality;British Columbia;59;9;;14.8;111;75 years and over;Male;295;200;90;95;0;0;0;0;100;67.8;30.5;32.2;0;0;0;0
5909009;Hope;District municipality;British Columbia;59;9;;14.8;111;75 years and over;Female;355;235;120;120;0;0;0;0;100;66.2;33.8;33.8;0;0;0;0
5909020;Chilliwack;City;British Columbia;59;9;930;5.3;0;75 years and over;Male;2660;1800;860;840;20;0;0;0;100;67.7;32.3;31.6;0.8;0;0;0
5909020;Chilliwack;City;British Columbia;59;9;930;5.3;0;75 years and over;Female;3245;2245;1005;970;15;0;0;0;100;69.2;31;29.9;0.5;0;0;0
5909020;Chilliwack;City;British Columbia;59;9;930;5.3;0;0 to 14;Male;8205;7975;190;0;20;75;90;45;100;97.2;2.3;0;0.2;0.9;1.1;0.5
5909020;Chilliwack;City;British Columbia;59;9;930;5.3;0;0 to 14;Female;7690;7515;165;0;30;55;70;15;100;97.7;2.1;0;0.4;0.7;0.9;0.2
5909020;Chilliwack;City;British Columbia;59;9;930;5.3;0;65 to 74;Male;3855;2855;985;955;10;15;0;10;100;74.1;25.6;24.8;0.3;0.4;0;0.3
5909020;Chilliwack;City;British Columbia;59;9;930;5.3;0;35 to 44;Male;4695;4140;530;235;80;105;110;25;100;88.2;11.3;5;1.7;2.2;2.3;0.5
5909020;Chilliwack;City;British Columbia;59;9;930;5.3;0;15 to 24;Male;5215;4880;295;45;70;100;85;35;100;93.6;5.7;0.9;1.3;1.9;1.6;0.7
5909020;Chilliwack;City;British Columbia;59;9;930;5.3;0;45 to 54;Male;5540;4595;925;650;65;100;110;25;100;82.9;16.7;11.7;1.2;1.8;2;0.5
5909020;Chilliwack;City;British Columbia;59;9;930;5.3;0;55 to 64;Male;5300;4345;940;825;55;40;25;10;100;82;17.7;15.6;1;0.8;0.5;0.2
5909020;Chilliwack;City;British Columbia;59;9;930;5.3;0;25 to 34;Male;4790;4280;460;175;30;145;110;50;100;89.4;9.6;3.7;0.6;3;2.3;1
5909020;Chilliwack;City;British Columbia;59;9;930;5.3;0;55 to 64;Female;5675;4640;1005;870;60;50;30;20;100;81.8;17.7;15.3;1.1;0.9;0.5;0.4
5909020;Chilliwack;City;British Columbia;59;9;930;5.3;0;35 to 44;Female;5180;4400;745;330;155;135;125;40;100;84.9;14.4;6.4;3;2.6;2.4;0.8
5909020;Chilliwack;City;British Columbia;59;9;930;5.3;0;65 to 74;Female;4240;3145;1090;1045;20;15;0;10;100;74.2;25.7;24.6;0.5;0.4;0;0.2
5909020;Chilliwack;City;British Columbia;59;9;930;5.3;0;25 to 34;Female;5035;4520;470;170;70;115;115;45;100;89.8;9.3;3.4;1.4;2.3;2.3;0.9
5909020;Chilliwack;City;British Columbia;59;9;930;5.3;0;45 to 54;Female;6075;4980;1070;700;105;160;100;25;100;82;17.6;11.5;1.7;2.6;1.6;0.4
5909020;Chilliwack;City;British Columbia;59;9;930;5.3;0;15 to 24;Female;4805;4510;260;45;75;55;80;35;100;93.9;5.4;0.9;1.6;1.1;1.7;0.7
5909032;Kent;District municipality;British Columbia;59;9;930;3.3;1100;0 to 14;Male;435;425;10;0;0;0;0;0;100;97.7;2.3;0;0;0;0;0
5909032;Kent;District municipality;British Columbia;59;9;930;3.3;1100;35 to 44;Male;280;230;30;15;0;0;10;20;100;82.1;10.7;5.4;0;0;3.6;7.1
5909032;Kent;District municipality;British Columbia;59;9;930;3.3;1100;15 to 24;Male;305;275;20;10;10;10;0;10;100;90.2;6.6;3.3;3.3;3.3;0;3.3
5909032;Kent;District municipality;British Columbia;59;9;930;3.3;1100;45 to 54;Male;325;275;50;40;10;0;0;0;100;84.6;15.4;12.3;3.1;0;0;0
5909032;Kent;District municipality;British Columbia;59;9;930;3.3;1100;65 to 74;Male;380;250;120;125;0;0;0;10;100;65.8;31.6;32.9;0;0;0;2.6
5909032;Kent;District municipality;British Columbia;59;9;930;3.3;1100;55 to 64;Male;400;325;75;75;0;0;0;0;100;81.3;18.8;18.8;0;0;0;0
5909032;Kent;District municipality;British Columbia;59;9;930;3.3;1100;0 to 14;Female;415;410;10;0;0;0;10;0;100;98.8;2.4;0;0;0;2.4;0
5909032;Kent;District municipality;British Columbia;59;9;930;3.3;1100;25 to 34;Male;220;210;10;0;0;0;10;0;100;95.5;4.5;0;0;0;4.5;0
5909032;Kent;District municipality;British Columbia;59;9;930;3.3;1100;25 to 34;Female;265;250;15;0;0;0;0;0;100;94.3;5.7;0;0;0;0;0
5909032;Kent;District municipality;British Columbia;59;9;930;3.3;1100;65 to 74;Female;380;270;110;105;0;0;0;0;100;71.1;28.9;27.6;0;0;0;0
5909032;Kent;District municipality;British Columbia;59;9;930;3.3;1100;45 to 54;Female;395;315;80;65;10;10;0;0;100;79.7;20.3;16.5;2.5;2.5;0;0
5909032;Kent;District municipality;British Columbia;59;9;930;3.3;1100;35 to 44;Female;205;170;25;15;0;0;0;0;100;82.9;12.2;7.3;0;0;0;0
5909032;Kent;District municipality;British Columbia;59;9;930;3.3;1100;55 to 64;Female;470;390;80;75;10;0;0;0;100;83;17;16;2.1;0;0;0
5909032;Kent;District municipality;British Columbia;59;9;930;3.3;1100;15 to 24;Female;240;230;10;0;10;0;0;0;100;95.8;4.2;0;4.2;0;0;0
5909032;Kent;District municipality;British Columbia;59;9;930;3.3;1100;75 years and over;Male;280;220;55;55;0;0;0;0;100;78.6;19.6;19.6;0;0;0;0
5909032;Kent;District municipality;British Columbia;59;9;930;3.3;1100;75 years and over;Female;230;150;80;75;0;0;0;0;100;65.2;34.8;32.6;0;0;0;0
5909052;Abbotsford;City;British Columbia;59;9;932;4.8;0;75 years and over;Male;4150;2170;1975;1795;80;50;55;0;100;52.3;47.6;43.3;1.9;1.2;1.3;0
5909052;Abbotsford;City;British Columbia;59;9;932;4.8;0;75 years and over;Female;5165;2935;2220;2065;75;35;45;10;100;56.8;43;40;1.5;0.7;0.9;0.2
5909052;Abbotsford;City;British Columbia;59;9;932;4.8;0;0 to 14;Male;13360;12650;555;0;60;185;315;155;100;94.7;4.2;0;0.4;1.4;2.4;1.2
5909052;Abbotsford;City;British Columbia;59;9;932;4.8;0;55 to 64;Male;8450;5565;2860;1925;305;290;340;30;100;65.9;33.8;22.8;3.6;3.4;4;0.4
5909052;Abbotsford;City;British Columbia;59;9;932;4.8;0;65 to 74;Male;6160;3415;2730;2095;220;240;175;15;100;55.4;44.3;34;3.6;3.9;2.8;0.2
5909052;Abbotsford;City;British Columbia;59;9;932;4.8;0;45 to 54;Male;8980;5640;3265;2580;305;195;185;75;100;62.8;36.4;28.7;3.4;2.2;2.1;0.8
5909052;Abbotsford;City;British Columbia;59;9;932;4.8;0;0 to 14;Female;12580;11965;450;0;30;150;270;165;100;95.1;3.6;0;0.2;1.2;2.1;1.3
5909052;Abbotsford;City;British Columbia;59;9;932;4.8;0;15 to 24;Male;9325;7955;995;200;255;230;315;375;100;85.3;10.7;2.1;2.7;2.5;3.4;4
5909052;Abbotsford;City;British Columbia;59;9;932;4.8;0;35 to 44;Male;8350;4880;3350;1505;800;660;390;120;100;58.4;40.1;18;9.6;7.9;4.7;1.4
5909052;Abbotsford;City;British Columbia;59;9;932;4.8;0;25 to 34;Male;9390;6500;2645;610;430;770;835;245;100;69.2;28.2;6.5;4.6;8.2;8.9;2.6
5909052;Abbotsford;City;British Columbia;59;9;932;4.8;0;15 to 24;Female;8725;7470;885;150;250;230;255;375;100;85.6;10.1;1.7;2.9;2.6;2.9;4.3
5909052;Abbotsford;City;British Columbia;59;9;932;4.8;0;25 to 34;Female;9500;6350;2980;500;590;935;955;160;100;66.8;31.4;5.3;6.2;9.8;10.1;1.7
5909052;Abbotsford;City;British Columbia;59;9;932;4.8;0;45 to 54;Female;9295;5985;3215;2360;310;270;275;95;100;64.4;34.6;25.4;3.3;2.9;3;1
5909052;Abbotsford;City;British Columbia;59;9;932;4.8;0;65 to 74;Female;6775;3910;2855;2170;250;285;145;10;100;57.7;42.1;32;3.7;4.2;2.1;0.1
5909052;Abbotsford;City;British Columbia;59;9;932;4.8;0;35 to 44;Female;9170;5155;3855;1955;885;615;405;160;100;56.2;42;21.3;9.7;6.7;4.4;1.7
5909052;Abbotsford;City;British Columbia;59;9;932;4.8;0;55 to 64;Female;9180;5755;3375;2130;360;405;480;50;100;62.7;36.8;23.2;3.9;4.4;5.2;0.5
5909056;Mission;District municipality;British Columbia;59;9;932;7.1;1;0 to 14;Male;3850;3760;65;0;0;45;20;25;100;97.7;1.7;0;0;1.2;0.5;0.6
5909056;Mission;District municipality;British Columbia;59;9;932;7.1;1;45 to 54;Male;2840;2345;475;390;45;30;15;10;100;82.6;16.7;13.7;1.6;1.1;0.5;0.4
5909056;Mission;District municipality;British Columbia;59;9;932;7.1;1;0 to 14;Female;3370;3270;80;0;0;35;35;25;100;97;2.4;0;0;1;1;0.7
5909056;Mission;District municipality;British Columbia;59;9;932;7.1;1;15 to 24;Male;2410;2255;105;20;20;40;20;55;100;93.6;4.4;0.8;0.8;1.7;0.8;2.3
5909056;Mission;District municipality;British Columbia;59;9;932;7.1;1;35 to 44;Male;2455;2105;345;190;50;60;35;10;100;85.7;14.1;7.7;2;2.4;1.4;0.4
5909056;Mission;District municipality;British Columbia;59;9;932;7.1;1;55 to 64;Male;2725;2190;530;410;30;40;40;0;100;80.4;19.4;15;1.1;1.5;1.5;0
5909056;Mission;District municipality;British Columbia;59;9;932;7.1;1;25 to 34;Male;2265;1995;265;75;55;70;65;10;100;88.1;11.7;3.3;2.4;3.1;2.9;0.4
5909056;Mission;District municipality;British Columbia;59;9;932;7.1;1;65 to 74;Male;1515;1085;430;380;30;15;10;0;100;71.6;28.4;25.1;2;1;0.7;0
5909056;Mission;District municipality;British Columbia;59;9;932;7.1;1;15 to 24;Female;2085;1925;135;25;35;55;25;30;100;92.3;6.5;1.2;1.7;2.6;1.2;1.4
5909056;Mission;District municipality;British Columbia;59;9;932;7.1;1;45 to 54;Female;2865;2190;665;530;35;55;40;15;100;76.4;23.2;18.5;1.2;1.9;1.4;0.5
5909056;Mission;District municipality;British Columbia;59;9;932;7.1;1;65 to 74;Female;1735;1225;510;430;45;25;10;0;100;70.6;29.4;24.8;2.6;1.4;0.6;0
5909056;Mission;District municipality;British Columbia;59;9;932;7.1;1;25 to 34;Female;2280;1965;315;90;55;95;75;0;100;86.2;13.8;3.9;2.4;4.2;3.3;0
5909056;Mission;District municipality;British Columbia;59;9;932;7.1;1;35 to 44;Female;2545;2060;470;310;45;95;15;15;100;80.9;18.5;12.2;1.8;3.7;0.6;0.6
5909056;Mission;District municipality;British Columbia;59;9;932;7.1;1;55 to 64;Female;2815;2250;565;465;25;40;30;0;100;79.9;20.1;16.5;0.9;1.4;1.1;0
5909056;Mission;District municipality;British Columbia;59;9;932;7.1;1;75 years and over;Male;745;460;280;275;10;10;0;0;100;61.7;37.6;36.9;1.3;1.3;0;0
5909056;Mission;District municipality;British Columbia;59;9;932;7.1;1;75 years and over;Female;985;645;340;315;15;10;10;0;100;65.5;34.5;32;1.5;1;1;0
5915001;Langley;District municipality;British Columbia;59;15;933;5.7;1;0 to 14;Male;10955;10310;530;0;50;250;230;115;100;94.1;4.8;0;0.5;2.3;2.1;1
5915001;Langley;District municipality;British Columbia;59;15;933;5.7;1;15 to 24;Male;7430;6380;785;160;275;200;145;265;100;85.9;10.6;2.2;3.7;2.7;2;3.6
5915001;Langley;District municipality;British Columbia;59;15;933;5.7;1;0 to 14;Female;10600;9975;520;0;65;215;240;110;100;94.1;4.9;0;0.6;2;2.3;1
5915001;Langley;District municipality;British Columbia;59;15;933;5.7;1;25 to 34;Male;6505;5490;900;450;130;110;205;120;100;84.4;13.8;6.9;2;1.7;3.2;1.8
5915001;Langley;District municipality;British Columbia;59;15;933;5.7;1;55 to 64;Male;7785;6080;1670;1345;160;95;70;35;100;78.1;21.5;17.3;2.1;1.2;0.9;0.4
5915001;Langley;District municipality;British Columbia;59;15;933;5.7;1;65 to 74;Male;5245;3610;1630;1540;30;20;40;10;100;68.8;31.1;29.4;0.6;0.4;0.8;0.2
5915001;Langley;District municipality;British Columbia;59;15;933;5.7;1;35 to 44;Male;7570;5795;1700;855;250;300;290;85;100;76.6;22.5;11.3;3.3;4;3.8;1.1
5915001;Langley;District municipality;British Columbia;59;15;933;5.7;1;45 to 54;Male;8340;6020;2240;1475;320;270;170;75;100;72.2;26.9;17.7;3.8;3.2;2;0.9
5915001;Langley;District municipality;British Columbia;59;15;933;5.7;1;15 to 24;Female;6935;5820;890;175;230;305;180;230;100;83.9;12.8;2.5;3.3;4.4;2.6;3.3
5915001;Langley;District municipality;British Columbia;59;15;933;5.7;1;65 to 74;Female;5670;3840;1820;1690;25;60;40;10;100;67.7;32.1;29.8;0.4;1.1;0.7;0.2
5915001;Langley;District municipality;British Columbia;59;15;933;5.7;1;45 to 54;Female;9030;6450;2485;1585;360;320;225;90;100;71.4;27.5;17.6;4;3.5;2.5;1
5915001;Langley;District municipality;British Columbia;59;15;933;5.7;1;55 to 64;Female;8165;6315;1840;1575;120;65;80;15;100;77.3;22.5;19.3;1.5;0.8;1;0.2
5915001;Langley;District municipality;British Columbia;59;15;933;5.7;1;35 to 44;Female;8180;5985;2050;870;405;425;350;145;100;73.2;25.1;10.6;5;5.2;4.3;1.8
5915001;Langley;District municipality;British Columbia;59;15;933;5.7;1;25 to 34;Female;6910;5730;1065;345;175;230;315;110;100;82.9;15.4;5;2.5;3.3;4.6;1.6
5915001;Langley;District municipality;British Columbia;59;15;933;5.7;1;75 years and over;Male;2880;1775;1100;1055;15;25;10;0;100;61.6;38.2;36.6;0.5;0.9;0.3;0
5915001;Langley;District municipality;British Columbia;59;15;933;5.7;1;75 years and over;Female;3635;2360;1275;1195;30;35;15;0;100;64.9;35.1;32.9;0.8;1;0.4;0
5915002;Langley;City;British Columbia;59;15;933;6.1;1;75 years and over;Male;750;485;260;250;10;10;0;0;100;64.7;34.7;33.3;1.3;1.3;0;0
5915002;Langley;City;British Columbia;59;15;933;6.1;1;75 years and over;Female;1065;790;280;265;0;10;0;0;100;74.2;26.3;24.9;0;0.9;0;0
5915002;Langley;City;British Columbia;59;15;933;6.1;1;0 to 14;Male;2010;1870;130;0;10;70;50;10;100;93;6.5;0;0.5;3.5;2.5;0.5
5915002;Langley;City;British Columbia;59;15;933;6.1;1;15 to 24;Male;1325;1135;150;20;20;75;35;35;100;85.7;11.3;1.5;1.5;5.7;2.6;2.6
5915002;Langley;City;British Columbia;59;15;933;6.1;1;55 to 64;Male;1605;1290;315;270;10;25;0;0;100;80.4;19.6;16.8;0.6;1.6;0;0
5915002;Langley;City;British Columbia;59;15;933;6.1;1;25 to 34;Male;1865;1615;240;60;45;75;60;15;100;86.6;12.9;3.2;2.4;4;3.2;0.8
5915002;Langley;City;British Columbia;59;15;933;6.1;1;0 to 14;Female;1885;1750;125;0;15;55;60;10;100;92.8;6.6;0;0.8;2.9;3.2;0.5
5915002;Langley;City;British Columbia;59;15;933;6.1;1;35 to 44;Male;1660;1325;295;130;30;85;50;35;100;79.8;17.8;7.8;1.8;5.1;3;2.1
5915002;Langley;City;British Columbia;59;15;933;6.1;1;65 to 74;Male;1210;875;335;295;15;25;0;0;100;72.3;27.7;24.4;1.2;2.1;0;0
5915002;Langley;City;British Columbia;59;15;933;6.1;1;45 to 54;Male;1790;1430;355;210;30;60;50;10;100;79.9;19.8;11.7;1.7;3.4;2.8;0.6
5915002;Langley;City;British Columbia;59;15;933;6.1;1;45 to 54;Female;1800;1405;380;230;50;75;20;15;100;78.1;21.1;12.8;2.8;4.2;1.1;0.8
5915002;Langley;City;British Columbia;59;15;933;6.1;1;35 to 44;Female;1810;1390;385;145;75;105;60;25;100;76.8;21.3;8;4.1;5.8;3.3;1.4
5915002;Langley;City;British Columbia;59;15;933;6.1;1;55 to 64;Female;1825;1435;380;310;25;25;20;10;100;78.6;20.8;17;1.4;1.4;1.1;0.5
5915002;Langley;City;British Columbia;59;15;933;6.1;1;25 to 34;Female;1870;1625;225;75;30;65;55;20;100;86.9;12;4;1.6;3.5;2.9;1.1
5915002;Langley;City;British Columbia;59;15;933;6.1;1;15 to 24;Female;1375;1210;150;10;15;80;45;25;100;88;10.9;0.7;1.1;5.8;3.3;1.8
5915002;Langley;City;British Columbia;59;15;933;6.1;1;65 to 74;Female;1470;1070;395;345;10;30;10;0;100;72.8;26.9;23.5;0.7;2;0.7;0
5915004;Surrey;City;British Columbia;59;15;933;6.3;1;75 years and over;Female;13965;5535;8355;7175;400;385;395;85;100;39.6;59.8;51.4;2.9;2.8;2.8;0.6
5915004;Surrey;City;British Columbia;59;15;933;6.3;1;0 to 14;Male;47735;41920;5345;0;485;1875;2985;470;100;87.8;11.2;0;1;3.9;6.3;1
5915004;Surrey;City;British Columbia;59;15;933;6.3;1;25 to 34;Male;34320;18525;14550;4375;2340;3535;4300;1240;100;54;42.4;12.7;6.8;10.3;12.5;3.6
5915004;Surrey;City;British Columbia;59;15;933;6.3;1;15 to 24;Male;36125;24975;8970;1500;2185;2680;2605;2180;100;69.1;24.8;4.2;6;7.4;7.2;6
5915004;Surrey;City;British Columbia;59;15;933;6.3;1;45 to 54;Male;36195;14400;21420;14070;2975;2625;1745;375;100;39.8;59.2;38.9;8.2;7.3;4.8;1
5915004;Surrey;City;British Columbia;59;15;933;6.3;1;35 to 44;Male;34455;14760;19045;8315;3785;3930;3020;650;100;42.8;55.3;24.1;11;11.4;8.8;1.9
5915004;Surrey;City;British Columbia;59;15;933;6.3;1;0 to 14;Female;44735;39465;4795;0;475;1670;2650;480;100;88.2;10.7;0;1.1;3.7;5.9;1.1
5915004;Surrey;City;British Columbia;59;15;933;6.3;1;55 to 64;Male;31425;14530;16690;12015;1695;1560;1425;200;100;46.2;53.1;38.2;5.4;5;4.5;0.6
5915004;Surrey;City;British Columbia;59;15;933;6.3;1;65 to 74;Male;20985;8695;12220;9155;1045;1020;1005;70;100;41.4;58.2;43.6;5;4.9;4.8;0.3
5915004;Surrey;City;British Columbia;59;15;933;6.3;1;25 to 34;Female;35665;17670;16790;4025;2970;4615;5180;1210;100;49.5;47.1;11.3;8.3;12.9;14.5;3.4
5915004;Surrey;City;British Columbia;59;15;933;6.3;1;15 to 24;Female;32890;23060;8250;1230;2105;2415;2495;1580;100;70.1;25.1;3.7;6.4;7.3;7.6;4.8
5915004;Surrey;City;British Columbia;59;15;933;6.3;1;35 to 44;Female;37520;14320;22425;9805;4800;4510;3310;785;100;38.2;59.8;26.1;12.8;12;8.8;2.1
5915004;Surrey;City;British Columbia;59;15;933;6.3;1;65 to 74;Female;22170;9115;12940;9555;1215;1045;1130;115;100;41.1;58.4;43.1;5.5;4.7;5.1;0.5
5915004;Surrey;City;British Columbia;59;15;933;6.3;1;55 to 64;Female;33215;14915;18085;12750;1860;1645;1815;220;100;44.9;54.4;38.4;5.6;5;5.5;0.7
5915004;Surrey;City;British Columbia;59;15;933;6.3;1;45 to 54;Female;38105;14710;22905;14855;3210;2915;1925;490;100;38.6;60.1;39;8.4;7.6;5.1;1.3
5915004;Surrey;City;British Columbia;59;15;933;6.3;1;75 years and over;Male;12025;4615;7365;6290;445;275;355;45;100;38.4;61.2;52.3;3.7;2.3;3;0.4
5915007;White Rock;City;British Columbia;59;15;933;8.4;1;75 years and over;Male;1020;630;390;370;0;15;0;0;100;61.8;38.2;36.3;0;1.5;0;0
5915007;White Rock;City;British Columbia;59;15;933;8.4;1;75 years and over;Female;1470;920;550;530;10;0;10;0;100;62.6;37.4;36.1;0.7;0;0.7;0
5915007;White Rock;City;British Columbia;59;15;933;8.4;1;0 to 14;Male;890;815;70;0;0;15;50;0;100;91.6;7.9;0;0;1.7;5.6;0
5915007;White Rock;City;British Columbia;59;15;933;8.4;1;65 to 74;Male;1545;1040;505;470;0;10;15;0;100;67.3;32.7;30.4;0;0.6;1;0
5915007;White Rock;City;British Columbia;59;15;933;8.4;1;15 to 24;Male;780;660;95;20;20;25;35;25;100;84.6;12.2;2.6;2.6;3.2;4.5;3.2
5915007;White Rock;City;British Columbia;59;15;933;8.4;1;35 to 44;Male;855;595;245;110;50;35;45;20;100;69.6;28.7;12.9;5.8;4.1;5.3;2.3
5915007;White Rock;City;British Columbia;59;15;933;8.4;1;0 to 14;Female;870;780;85;0;0;30;45;10;100;89.7;9.8;0;0;3.4;5.2;1.1
5915007;White Rock;City;British Columbia;59;15;933;8.4;1;55 to 64;Male;1695;1330;360;330;20;0;15;0;100;78.5;21.2;19.5;1.2;0;0.9;0
5915007;White Rock;City;British Columbia;59;15;933;8.4;1;45 to 54;Male;1215;860;355;225;45;50;35;0;100;70.8;29.2;18.5;3.7;4.1;2.9;0
5915007;White Rock;City;British Columbia;59;15;933;8.4;1;25 to 34;Male;735;610;110;20;0;30;55;10;100;83;15;2.7;0;4.1;7.5;1.4
5915007;White Rock;City;British Columbia;59;15;933;8.4;1;55 to 64;Female;2050;1570;485;440;25;15;0;10;100;76.6;23.7;21.5;1.2;0.7;0;0.5
5915007;White Rock;City;British Columbia;59;15;933;8.4;1;45 to 54;Female;1540;985;550;370;50;70;65;10;100;64;35.7;24;3.2;4.5;4.2;0.6
5915007;White Rock;City;British Columbia;59;15;933;8.4;1;15 to 24;Female;795;660;115;30;35;40;15;25;100;83;14.5;3.8;4.4;5;1.9;3.1
5915007;White Rock;City;British Columbia;59;15;933;8.4;1;65 to 74;Female;1965;1405;555;535;10;0;15;10;100;71.5;28.2;27.2;0.5;0;0.8;0.5
5915007;White Rock;City;British Columbia;59;15;933;8.4;1;35 to 44;Female;950;650;260;110;55;45;55;30;100;68.4;27.4;11.6;5.8;4.7;5.8;3.2
5915007;White Rock;City;British Columbia;59;15;933;8.4;1;25 to 34;Female;740;570;175;25;30;35;80;0;100;77;23.6;3.4;4.1;4.7;10.8;0
5915011;Delta;District municipality;British Columbia;59;15;933;4.7;0;0 to 14;Male;8470;7860;500;0;55;175;265;110;100;92.8;5.9;0;0.6;2.1;3.1;1.3
5915011;Delta;District municipality;British Columbia;59;15;933;4.7;0;45 to 54;Male;7535;4445;3040;2180;355;305;200;40;100;59;40.3;28.9;4.7;4;2.7;0.5
5915011;Delta;District municipality;British Columbia;59;15;933;4.7;0;55 to 64;Male;7295;4700;2590;2135;180;135;140;10;100;64.4;35.5;29.3;2.5;1.9;1.9;0.1
5915011;Delta;District municipality;British Columbia;59;15;933;4.7;0;15 to 24;Male;7065;5735;1060;250;255;245;300;280;100;81.2;15;3.5;3.6;3.5;4.2;4
5915011;Delta;District municipality;British Columbia;59;15;933;4.7;0;35 to 44;Male;5805;3475;2290;1140;460;455;225;40;100;59.9;39.4;19.6;7.9;7.8;3.9;0.7
5915011;Delta;District municipality;British Columbia;59;15;933;4.7;0;65 to 74;Male;5560;2990;2565;2200;130;110;120;0;100;53.8;46.1;39.6;2.3;2;2.2;0
5915011;Delta;District municipality;British Columbia;59;15;933;4.7;0;0 to 14;Female;7885;7310;490;0;80;175;235;80;100;92.7;6.2;0;1;2.2;3;1
5915011;Delta;District municipality;British Columbia;59;15;933;4.7;0;25 to 34;Male;4860;3235;1530;595;240;335;360;95;100;66.6;31.5;12.2;4.9;6.9;7.4;2
5915011;Delta;District municipality;British Columbia;59;15;933;4.7;0;45 to 54;Female;8485;4895;3525;2600;410;315;195;70;100;57.7;41.5;30.6;4.8;3.7;2.3;0.8
